Year,Country,Technology Id,Technology,Subsector,Sector,CO2_ktCO2,Unit,CH4_ktCH4,Unit ,N2O_ktN2O,Unit  ,CO2_GtCO2e,Unit   ,CH4_GtCO2e,Unit    ,N2O_GtCO2e,Unit     ,GHGs_GtCO2e,Unit      ,Percentage
2000,Africa,1A4a_Commercial-institutional,Technology Commercial Institutional,Subsector Commercial,"Sector residential, commercial, other",5549.282261588674,ktCO2,8.792889964649696,ktCH4,1.2685205933846322,ktN2O,0.005549282261588674,GtCO2e,0.0002462009190101915,GtCO2e,0.0003361579572469275,GtCO2e,0.006131641137845793,GtCO2e,0.28
2000,Africa,1A4b_Residential,Technology Residential,Subsector Residential,"Sector residential, commercial, other",43902.01742103073,ktCO2,2550.447555007092,ktCH4,36.919841661002316,ktN2O,0.04390201742103073,GtCO2e,0.07141253154019857,GtCO2e,0.009783758040165614,GtCO2e,0.12509830700139493,GtCO2e,5.67
2000,Africa,1A4c_Agriculture-forestry-fishing,Technology Agriculture Forestry Fishing,Subsector Agriculture/Forestry,"Sector residential, commercial, other",10115.00168307451,ktCO2,5.492380113167915,ktCH4,0.33086530426582356,ktN2O,0.01011500168307451,GtCO2e,0.00015378664316870161,GtCO2e,8.767930563044325e-05,GtCO2e,0.010356467631873655,GtCO2e,0.47
2000,Africa,1A5_Other-unspecified,Technology Other Unspecified,Subsector Other Unspecified,"Sector residential, commercial, other",5200.4454475096245,ktCO2,1.7223962996934732,ktCH4,0.21141186663069308,ktN2O,0.0052004454475096246,GtCO2e,4.8227096391417245e-05,GtCO2e,5.602414465713367e-05,GtCO2e,0.005304696688558175,GtCO2e,0.24
2000,Africa,1A3ai_International-aviation,Technology International Aviation,Subsector Aviation,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,1A3aii_Domestic-aviation,Technology Domestic Aviation,Subsector Aviation,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,1A3b_Road,Technology Road,Subsector Road,Sector Transportation,148095.59764611654,ktCO2,27.011265372298354,ktCH4,3.8018389462709345,ktN2O,0.14809559764611654,GtCO2e,0.000756315430424354,GtCO2e,0.0010074873207617976,GtCO2e,0.1498594003973027,GtCO2e,6.8
2000,Africa,1A3di_International-shipping,Technology International Shipping,Subsector International Shipping,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,1A3di_Oil_Tanker_Loading,Technology Oil Tanker Loading,Subsector International Shipping,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,1A3c_Rail,Technology Rail,Subsector Other Surface Transport,Sector Transportation,1192.0223646775114,ktCO2,0.07159046587610857,ktCH4,0.43870053502346057,ktN2O,0.0011920223646775113,GtCO2e,2.00453304453104e-06,GtCO2e,0.00011625564178121704,GtCO2e,0.0013102825395032592,GtCO2e,0.06
2000,Africa,1A3dii_Domestic-navigation,Technology Domestic Navigation,Subsector Other Surface Transport,Sector Transportation,3070.258343111983,ktCO2,0.15788693603618817,ktCH4,0.165879,ktN2O,0.003070258343111983,GtCO2e,4.420834209013269e-06,GtCO2e,4.3957935e-05,GtCO2e,0.0031186371123209963,GtCO2e,0.14
2000,Africa,1A3eii_Other-transp,Technology Other Transp,Subsector Other Surface Transport,Sector Transportation,1499.1126057425984,ktCO2,0.4353522632160406,ktCH4,0.06112967240462462,ktN2O,0.0014991126057425984,GtCO2e,1.2189863370049137e-05,GtCO2e,1.6199363187225525e-05,GtCO2e,0.001527501832299873,GtCO2e,0.07
2000,Africa,1A2a_Ind-Comb-Iron-steel,Technology Ind Comb Iron steel,Subsector Industrial Combustion ,Sector Industry,15907.884078461968,ktCO2,2.9344730048885443,ktCH4,0.24512442517044425,ktN2O,0.015907884078461967,GtCO2e,8.216524413687923e-05,GtCO2e,6.495797267016773e-05,GtCO2e,0.016055007295269014,GtCO2e,0.73
2000,Africa,1A2b_Ind-Comb-Non-ferrous-metals,Technology Ind Comb Non Ferrous Metals,Subsector Industrial Combustion ,Sector Industry,361.396023958672,ktCO2,0.13676262490753646,ktCH4,0.003906955677803967,ktN2O,0.000361396023958672,GtCO2e,3.8293534974110205e-06,GtCO2e,1.0353432546180512e-06,GtCO2e,0.0003662607207107011,GtCO2e,0.02
2000,Africa,1A2c_Ind-Comb-Chemicals,Technology Ind Comb Chemicals,Subsector Industrial Combustion ,Sector Industry,3934.6110271470143,ktCO2,1.3538040216971687,ktCH4,0.05315753105752477,ktN2O,0.003934611027147014,GtCO2e,3.790651260752073e-05,GtCO2e,1.4086745730244065e-05,GtCO2e,0.0039866042854847785,GtCO2e,0.18
2000,Africa,1A2d_Ind-Comb-Pulp-paper,Technology Ind Comb Pulp Paper,Subsector Industrial Combustion ,Sector Industry,145.955227488,ktCO2,0.153674150808111,ktCH4,0.000395308512767327,ktN2O,0.000145955227488,GtCO2e,4.302876222627108e-06,GtCO2e,1.0475675588334165e-07,GtCO2e,0.00015036286046651046,GtCO2e,0.01
2000,Africa,1A2e_Ind-Comb-Food-tobacco,Technology Ind Comb Food Tobacco,Subsector Industrial Combustion ,Sector Industry,555.08135785998,ktCO2,0.10261089296404088,ktCH4,0.006526575650316382,ktN2O,0.0005550813578599801,GtCO2e,2.8731050029931447e-06,GtCO2e,1.7295425473338413e-06,GtCO2e,0.0005596840054103071,GtCO2e,0.03
2000,Africa,1A2f_Ind-Comb-Non-metalic-minerals,Technology Ind Comb Non Metalic Minerals,Subsector Industrial Combustion ,Sector Industry,3626.230584911994,ktCO2,0.5064258074223902,ktCH4,0.07174605517286253,ktN2O,0.003626230584911994,GtCO2e,1.4179922607826926e-05,GtCO2e,1.9012704620808573e-05,GtCO2e,0.0036594232121406295,GtCO2e,0.17
2000,Africa,1A2g_Ind-Comb-Construction,Technology Ind Comb Construction,Subsector Industrial Combustion ,Sector Industry,3569.7452622126802,ktCO2,0.31001484692650205,ktCH4,0.030004661044609925,ktN2O,0.0035697452622126804,GtCO2e,8.680415713942059e-06,GtCO2e,7.951235176821631e-06,GtCO2e,0.003586376913103444,GtCO2e,0.16
2000,Africa,1A2g_Ind-Comb-machinery,Technology Ind Comb Machinery,Subsector Industrial Combustion ,Sector Industry,38.813169695999996,ktCO2,0.0408658257457363,ktCH4,0.000105122486206074,ktN2O,3.8813169696e-05,GtCO2e,1.1442431208806164e-06,GtCO2e,2.7857458844609612e-08,GtCO2e,3.998527027572522e-05,GtCO2e,0.0
2000,Africa,1A2g_Ind-Comb-mining-quarying,Technology Ind Comb Mining Quarying,Subsector Industrial Combustion ,Sector Industry,3301.984762905798,ktCO2,0.19500293582332684,ktCH4,0.04309855061225502,ktN2O,0.003301984762905798,GtCO2e,5.460082203053152e-06,GtCO2e,1.142111591224758e-05,GtCO2e,0.0033188659610210985,GtCO2e,0.15
2000,Africa,1A2g_Ind-Comb-other,Technology Ind Comb Other,Subsector Industrial Combustion ,Sector Industry,59336.155686431026,ktCO2,16.4045294671401,ktCH4,2.928334669223643,ktN2O,0.059336155686431025,GtCO2e,0.0004593268250799228,GtCO2e,0.0007760086873442655,GtCO2e,0.060571491198855215,GtCO2e,2.75
2000,Africa,1A2g_Ind-Comb-textile-leather,Technology Ind Comb Textile Leather,Subsector Industrial Combustion ,Sector Industry,4.054669263304931,ktCO2,0.016331155739980743,ktCH4,0.001745268403279913,ktN2O,4.054669263304931e-06,GtCO2e,4.5727236071946084e-07,GtCO2e,4.624961268691769e-07,GtCO2e,4.974437750893569e-06,GtCO2e,0.0
2000,Africa,1A2g_Ind-Comb-transpequip,Technology Ind Comb Transpequip,Subsector Industrial Combustion ,Sector Industry,18.102973952,ktCO2,0.0190603597901533,ktCH4,4.90305132114514e-05,ktN2O,1.8102973952e-05,GtCO2e,5.336900741242924e-07,GtCO2e,1.2993086001034621e-08,GtCO2e,1.8649657112125327e-05,GtCO2e,0.0
2000,Africa,1A2g_Ind-Comb-wood-products,Technology Ind Comb Wood Products,Subsector Industrial Combustion ,Sector Industry,4.7717078079999995,ktCO2,0.00679142330399881,ktCH4,1.1886040278796731e-05,ktN2O,4.771707807999999e-06,GtCO2e,1.9015985251196667e-07,GtCO2e,3.149800673881134e-09,GtCO2e,4.965017461185847e-06,GtCO2e,0.0
2000,Africa,2A1_Cement-production,Technology Cement Production,Subsector Minerals,Sector Industry,31975.638000000014,ktCO2,0.0,ktCH4,0.0,ktN2O,0.031975638000000015,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.031975638000000015,GtCO2e,1.45
2000,Africa,2A2_Lime-production,Technology Lime Production,Subsector Minerals,Sector Industry,2440.275,ktCO2,0.0,ktCH4,0.0,ktN2O,0.002440275,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.002440275,GtCO2e,0.11
2000,Africa,2Ax_Other-minerals,Technology Other Minerals,Subsector Minerals,Sector Industry,370.5354098,ktCO2,0.0,ktCH4,0.0,ktN2O,0.00037053540980000005,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.00037053540980000005,GtCO2e,0.02
2000,Africa,2B_Chemical-industry,Technology Chemical Industry,Subsector Chemical Industry,Sector Industry,10340.7153,ktCO2,2.0331169,ktCH4,2.7030577181208097,ktN2O,0.010340715299999999,GtCO2e,5.6927273199999996e-05,GtCO2e,0.0007163102953020147,GtCO2e,0.011113952868502015,GtCO2e,0.5
2000,Africa,2B2_Chemicals-Nitric-acid,Technology Chemicals Nitric Acid,Subsector Chemical Industry,Sector Industry,0.0,ktCO2,0.0,ktCH4,23.835308553691274,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.006316356766728187,GtCO2e,0.006316356766728187,GtCO2e,0.29
2000,Africa,2B3_Chemicals-Adipic-acid,Technology Chemicals Adipic Acid,Subsector Chemical Industry,Sector Industry,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,2C_Metal-production,Technology Metal Production,Subsector Metals Industry,Sector Industry,9089.030577999982,ktCO2,4.923885199999999,ktCH4,0.0,ktN2O,0.009089030577999981,GtCO2e,0.00013786878559999999,GtCO2e,0.0,GtCO2e,0.00922689936359998,GtCO2e,0.42
2000,Africa,2D_Chemical-products-manufacture-processing,Technology Chemical Products Manufacture Processing,Subsector Solvents,Sector Industry,89.816204,ktCO2,0.0,ktCH4,0.0,ktN2O,8.9816204e-05,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,8.9816204e-05,GtCO2e,0.0
2000,Africa,2D_Degreasing-Cleaning,Technology Degreasing Cleaning,Subsector Solvents,Sector Industry,219.881592,ktCO2,0.0,ktCH4,0.0,ktN2O,0.00021988159200000002,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.00021988159200000002,GtCO2e,0.01
2000,Africa,2D_Other-product-use,Technology Other Product Use,Subsector Solvents,Sector Industry,3271.560539799999,ktCO2,0.0,ktCH4,3.6116354289099997,ktN2O,0.0032715605397999987,GtCO2e,0.0,GtCO2e,0.0009570833886611499,GtCO2e,0.004228643928461149,GtCO2e,0.19
2000,Africa,2D_Paint-application,Technology Paint Application,Subsector Solvents,Sector Industry,647.9696330000002,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0006479696330000002,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0006479696330000002,GtCO2e,0.03
2000,Africa,2H_Pulp-and-paper-food-beverage-wood,Technology Pulp and Paper Food Beverage Wood,Subsector Pulp and Paper Food Beverage Wood,Sector Industry,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,2L_Other-process-emissions,Technology Other Process Emissions,Subsector Other Non Combustion,Sector Industry,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,3B_Manure-management,Technology Manure Management,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,391.13749999999976,ktCH4,499.6196,ktN2O,0.0,GtCO2e,0.010951849999999992,GtCO2e,0.132399194,GtCO2e,0.14335104399999998,GtCO2e,6.5
2000,Africa,3D_Rice-Cultivation,Technology Rice Cultivation,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,919.9235000000003,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.02575785800000001,GtCO2e,0.0,GtCO2e,0.02575785800000001,GtCO2e,1.17
2000,Africa,3D_Soil-emissions,Technology Soil Emissions,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,0.0,ktCH4,88.52330000000002,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.023458674500000005,GtCO2e,0.023458674500000005,GtCO2e,1.06
2000,Africa,3E_Enteric-fermentation,Technology Enteric Fermentation,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,10018.792500000003,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.2805261900000001,GtCO2e,0.0,GtCO2e,0.2805261900000001,GtCO2e,12.72
2000,Africa,3I_Agriculture-other,Technology Agriculture Other,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,7BC_Indirect-N2O-non-agricultural-N,Technology Indirect N2O Non Agricultural N,Subsector Agriculture Non Combustion,Sector Agriculture,0.0,ktCO2,0.0,ktCH4,38.89380450049999,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.010306858192632499,GtCO2e,0.010306858192632499,GtCO2e,0.47
2000,Africa,5A_Solid-waste-disposal,Technology Solid Waste Disposal,Subsector Waste,Sector Waste,0.0,ktCO2,3612.3519459999898,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.10114585448799972,GtCO2e,0.0,GtCO2e,0.10114585448799972,GtCO2e,4.59
2000,Africa,5C_Waste-combustion,Technology Waste Combustion,Subsector Waste,Sector Waste,4281.607598794766,ktCO2,186.5099386107728,ktCH4,11.453608774612476,ktN2O,0.004281607598794766,GtCO2e,0.005222278281101639,GtCO2e,0.003035206325272306,GtCO2e,0.012539092205168712,GtCO2e,0.57
2000,Africa,5D_Wastewater-handling,Technology Wastewater Handling,Subsector Waste,Sector Waste,0.0,ktCO2,4013.9774462849,ktCH4,24.863357605999976,ktN2O,0.0,GtCO2e,0.1123913684959772,GtCO2e,0.006588789765589994,GtCO2e,0.11898015826156719,GtCO2e,5.4
2000,Africa,5E_Other-waste-handling,Technology Other Waste Handling,Subsector Waste,Sector Waste,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,6A_Other-in-total,Technology Other In Total,Subsector Waste,Sector Waste,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2000,Africa,6B_Other-not-in-total,Technology Other Not In Total,Subsector Waste,Sector Waste,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A1a_Electricity-public,Technology Electricity Public,Subsector Power and Heat,Sector Energy production,275772.01901266567,ktCO2,4.9067213351128185,ktCH4,3.079774551625756,ktN2O,0.2757720190126657,GtCO2e,0.00013738819738315892,GtCO2e,0.0008161402561808254,GtCO2e,0.2767255474662297,GtCO2e,12.35
2001,Africa,1A1a_Heat-production,Technology Heat Production,Subsector Power and Heat,Sector Energy production,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A1a_Electricity-autoproducer,Technology Electricity Autoproducer,Subsector Industrial Combustion,Sector Energy production,14677.143850192322,ktCO2,0.6268060955359449,ktCH4,0.23882279004110393,ktN2O,0.014677143850192323,GtCO2e,1.7550570675006457e-05,GtCO2e,6.328803936089255e-05,GtCO2e,0.014757982460228223,GtCO2e,0.66
2001,Africa,1A1bc_Other-transformation,Technology Other Transformation,Subsector Industrial Combustion,Sector Energy production,99903.1772894914,ktCO2,2.1367366100000016,ktCH4,0.872657599999998,ktN2O,0.0999031772894914,GtCO2e,5.9828625080000046e-05,GtCO2e,0.00023125426399999948,GtCO2e,0.1001942601785714,GtCO2e,4.47
2001,Africa,1B1_Fugitive-solid-fuels,Technology Fugitive Solid Fuels,Subsector Fugitive Energy Emissions,Sector Energy production,25196.067,ktCO2,3098.2391813405056,ktCH4,2.756858672000001,ktN2O,0.025196067,GtCO2e,0.08675069707753416,GtCO2e,0.0007305675480800002,GtCO2e,0.11267733162561416,GtCO2e,5.03
2001,Africa,1B2_Fugitive-petr,Technology Fugitive Petr,Subsector Fugitive Energy Emissions,Sector Energy production,109141.28711858671,ktCO2,13940.426819888,ktCH4,0.035131734725087835,ktN2O,0.10914128711858671,GtCO2e,0.390331950956864,GtCO2e,9.309909702148275e-06,GtCO2e,0.4994825479851529,GtCO2e,22.28
2001,Africa,1B2b_Fugitive-NG-distr,Technology Fugitive NG Distr,Subsector Fugitive Energy Emissions,Sector Energy production,0.0,ktCO2,25.07322061056474,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0007020501770958127,GtCO2e,0.0,GtCO2e,0.0007020501770958127,GtCO2e,0.03
2001,Africa,1B2b_Fugitive-NG-prod,Technology Fugitive NG Prod,Subsector Fugitive Energy Emissions,Sector Energy production,0.0,ktCO2,833.4944463677678,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.023337844498297497,GtCO2e,0.0,GtCO2e,0.023337844498297497,GtCO2e,1.04
2001,Africa,1B2d_Fugitive-other-energy,Technology Fugitive Other Energy,Subsector Fugitive Energy Emissions,Sector Energy production,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,7A_Fossil-fuel-fires,Technology Fossil Fuel Fires,Subsector Fosil Fuel Files,Sector Energy production,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A4a_Commercial-institutional,Technology Commercial Institutional,Subsector Commercial,"Sector residential, commercial, other",6211.525552996542,ktCO2,8.839588633652696,ktCH4,1.2968207694264895,ktN2O,0.006211525552996542,GtCO2e,0.0002475084817422755,GtCO2e,0.0003436575038980197,GtCO2e,0.006802691538636837,GtCO2e,0.3
2001,Africa,1A4b_Residential,Technology Residential,Subsector Residential,"Sector residential, commercial, other",48216.10446978348,ktCO2,2611.3296800371854,ktCH4,37.75078913921736,ktN2O,0.04821610446978348,GtCO2e,0.07311723104104119,GtCO2e,0.0100039591218926,GtCO2e,0.13133729463271726,GtCO2e,5.86
2001,Africa,1A4c_Agriculture-forestry-fishing,Technology Agriculture Forestry Fishing,Subsector Agriculture/Forestry,"Sector residential, commercial, other",9887.761589861355,ktCO2,5.603954827599273,ktCH4,0.3513152550300359,ktN2O,0.009887761589861354,GtCO2e,0.00015691073517277966,GtCO2e,9.309854258295951e-05,GtCO2e,0.010137770867617094,GtCO2e,0.45
2001,Africa,1A5_Other-unspecified,Technology Other Unspecified,Subsector Other Unspecified,"Sector residential, commercial, other",4686.328293988372,ktCO2,1.6312538892346862,ktCH4,0.20998560404479122,ktN2O,0.004686328293988372,GtCO2e,4.567510889857122e-05,GtCO2e,5.564618507186967e-05,GtCO2e,0.0047876495879588124,GtCO2e,0.21
2001,Africa,1A3ai_International-aviation,Technology International Aviation,Subsector Aviation,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A3aii_Domestic-aviation,Technology Domestic Aviation,Subsector Aviation,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A3b_Road,Technology Road,Subsector Road,Sector Transportation,154473.86610146813,ktCO2,27.540801823294018,ktCH4,3.953827480374304,ktN2O,0.15447386610146813,GtCO2e,0.0007711424510522325,GtCO2e,0.0010477642822991904,GtCO2e,0.15629277283481954,GtCO2e,6.97
2001,Africa,1A3di_International-shipping,Technology International Shipping,Subsector International Shipping,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A3di_Oil_Tanker_Loading,Technology Oil Tanker Loading,Subsector International Shipping,Sector Transportation,0.0,ktCO2,0.0,ktCH4,0.0,ktN2O,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0,GtCO2e,0.0
2001,Africa,1A3c_Rail,Technology Rail,Subsector Other Surface Transport,Sector Transportation,1147.7382973009321,ktCO2,0.0687611596801403,ktCH4,0.42256012033271856,ktN2O,0.001147738297300932,GtCO2e,1.9253124710439284e-06,GtCO2e,0.00011197843188817043,GtCO2e,0.0012616420416601464,GtCO2e,0.06
2001,Africa,1A3dii_Domestic-navigation,Technology Domestic Navigation,Subsector Other Surface Transport,Sector Transportation,2253.9119309846706,ktCO2,0.14768297013755916,ktCH4,0.12073300000000002,ktN2O,0.0022539119309846704,GtCO2e,4.135123163851657e-06,GtCO2e,3.199424500000001e-05,GtCO2e,0.002290041299148522,GtCO2e,0.1
2001,Africa,1A3eii_Other-transp,Technology Other Transp,Subsector Other Surface Transport,Sector Transportation,3661.298092854066,ktCO2,0.9872459772929331,ktCH4,0.1383315589193512,ktN2O,0.003661298092854066,GtCO2e,2.7642887364202128e-05,GtCO2e,3.6657863113628066e-05,GtCO2e,0.003725598843331896,GtCO2e,0.17
2001,Africa,1A2a_Ind-Comb-Iron-steel,Technology Ind Comb Iron steel,Subsector Industrial Combustion ,Sector Industry,15299.072425523316,ktCO2,3.076299703412599,ktCH4,0.2333948293411108,ktN2O,0.015299072425523317,GtCO2e,8.613639169555277e-05,GtCO2e,6.184962977539436e-05,GtCO2e,0.015447058446994264,GtCO2e,0.69
2001,Africa,1A2b_Ind-Comb-Non-ferrous-metals,Technology Ind Comb Non Ferrous Metals,Subsector Industrial Combustion ,Sector Industry,219.94394955324339,ktCO2,0.0185210707025347,ktCH4,0.00284795250838186,ktN2O,0.00021994394955324339,GtCO2e,5.185899796709716e-07,GtCO2e,7.547074147211928e-07,GtCO2e,0.00022121724694763555,GtCO2e,0.01
2001,Africa,1A2c_Ind-Comb-Chemicals,Technology Ind Comb Chemicals,Subsector Industrial Combustion ,Sector Industry,1281.185407071885,ktCO2,0.9312361303063357,ktCH4,0.004604067540667453,ktN2O,0.001281185407071885,GtCO2e,2.60746116485774e-05,GtCO2e,1.2200778982768752e-06,GtCO2e,0.0013084800966187394,GtCO2e,0.06
2001,Africa,1A2d_Ind-Comb-Pulp-paper,Technology Ind Comb Pulp Paper,Subsector Industrial Combustion ,Sector Industry,124.50713878399999,ktCO2,0.130294020481689,ktCH4,0.00033388797914639704,ktN2O,0.000124507138784,GtCO2e,3.6482325734872925e-06,GtCO2e,8.848031447379522e-08,GtCO2e,0.0001282438516719611,GtCO2e,0.01
2001,Africa,1A2e_Ind-Comb-Food-tobacco,Technology Ind Comb Food Tobacco,Subsector Industrial Combustion ,Sector Industry,527.8959991661834,ktCO2,0.08881577815244074,ktCH4,0.006486654019079326,ktN2O,0.0005278959991661834,GtCO2e,2.486841788268341e-06,GtCO2e,1.7189633150560215e-06,GtCO2e,0.0005321018042695078,GtCO2e,0.02
